LotFrontage,LotArea,LotShape,LandContour,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,SalePrice,LogSalePrice,total_sf,total_bathrooms,total_porch_sf,house_age,remod_age,has_remodelled,qual_x_sf,overall_score,has_garage,has_basement,MSSubClass_145,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_No,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,neighbourhood_tier_Low,neighbourhood_tier_Mid
70.0,11200.0,4,4,3,5,5,1965,1965,0.0,3,3,3,3,1,3,906.0,1,134.0,1040,5,1,1040.0,0,1040.0,1.0,1,0,3.0,3,5,8,0.0,0,7.583756300707112,1,1.0,384.0,3,3,2,0.0,0.0,129500,11.771436160121729,2080.0,2.0,0.0,43,43,0,5200.0,25,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
85.0,11924.0,3,4,3,9,5,2005,2006,5.659482215759621,5,3,5,3,1,6,998.0,1,177.0,1175,5,1,1182.0,1142,2324.0,1.0,3,0,4.0,5,10,8,2.0,4,7.603897968521881,3,3.0,736.0,3,3,2,4.997212273764115,3.091042453358316,345000,12.751299696013495,3499.0,4.0,3.091042453358316,1,0,1,20916.0,45,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
71.0,12968.0,2,4,3,5,6,1962,1962,0.0,3,3,3,3,1,5,737.0,1,175.0,912,3,1,912.0,0,912.0,1.0,1,0,2.0,3,4,8,0.0,0,7.5822291942764615,1,1.0,352.0,3,3,2,4.948759890378168,0.0,144000,11.877568578558138,1824.0,2.0,0.0,46,46,0,4560.0,30,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
91.0,10652.0,3,4,3,7,5,2006,2007,5.726847747587197,4,3,4,3,3,1,0.0,1,1494.0,1494,5,1,1494.0,0,1494.0,0.0,2,0,3.0,4,7,8,1.0,4,7.604396348796338,2,3.0,840.0,3,3,2,5.081404364984463,3.5263605246161616,279500,12.540757571577291,2988.0,2.0,3.5263605246161616,1,0,1,10458.0,35,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
73.0,10920.0,3,4,3,6,5,1960,1960,5.3612921657094255,3,3,3,3,1,4,733.0,1,520.0,1253,3,1,1253.0,0,1253.0,1.0,1,1,2.0,3,5,8,1.0,2,7.581209826196346,2,1.0,352.0,3,3,2,0.0,5.14166355650266,157000,11.964001084330445,2506.0,2.5,5.14166355650266,48,48,0,7518.0,30,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
51.0,6120.0,4,4,3,7,8,1929,2001,0.0,3,3,3,3,1,1,0.0,1,832.0,832,5,1,854.0,0,854.0,0.0,1,0,2.0,3,5,8,0.0,0,7.596894438144544,1,2.0,576.0,3,3,2,3.8918202981106265,4.727387818712341,132000,11.790557201568507,1686.0,1.0,4.727387818712341,78,6,1,5978.0,56,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
73.0,11241.0,3,4,3,6,7,1970,1970,5.198497031265826,3,3,3,3,1,5,578.0,1,426.0,1004,5,1,1004.0,0,1004.0,1.0,1,0,2.0,3,5,8,1.0,3,7.58629630715272,3,2.0,480.0,3,3,2,0.0,0.0,149000,11.911701584927595,2008.0,2.0,0.0,40,40,0,6024.0,42,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
72.0,10791.0,4,4,3,4,5,1967,1967,0.0,3,3,0,0,0,0,0.0,0,0.0,43,3,1,1296.0,0,1296.0,0.0,2,0,2.0,3,6,8,0.0,0,7.584773077612199,1,2.0,516.0,3,3,2,0.0,0.0,90000,11.407564949312402,1339.0,2.0,0.0,39,39,0,5184.0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
66.0,13695.0,4,4,3,5,5,2004,2004,0.0,3,3,3,3,1,6,646.0,1,468.0,1114,5,1,1114.0,0,1114.0,1.0,1,1,3.0,4,6,8,0.0,0,7.60339933974067,1,2.0,576.0,3,3,2,0.0,4.634728988229636,159000,11.976659481202368,2228.0,2.5,4.634728988229636,4,4,0,5570.0,25,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
70.0,7560.0,4,4,3,5,6,1958,1965,0.0,3,3,3,3,1,2,504.0,1,525.0,1029,3,1,1339.0,0,1339.0,0.0,1,0,3.0,3,6,7,0.0,0,7.580189417944541,1,1.0,294.0,3,3,2,0.0,0.0,139000,11.842229212112828,2368.0,1.0,0.0,51,44,1,6695.0,30,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101.0,14215.0,3,4,3,8,5,2005,2006,5.942799375126701,4,3,5,3,3,1,0.0,1,1158.0,1158,5,1,1158.0,1218,2376.0,0.0,3,1,4.0,4,9,8,1.0,4,7.603897968521881,2,3.0,853.0,3,3,2,5.484796933490655,5.043425116919247,325300,12.692503112461443,3534.0,3.5,5.043425116919247,1,0,1,19008.0,40,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
57.0,7449.0,4,3,3,7,7,1930,1950,0.0,3,3,3,3,1,1,0.0,1,637.0,637,5,1,1108.0,0,1108.0,0.0,1,0,3.0,4,6,8,1.0,4,7.565793282428515,1,1.0,280.0,3,3,0,0.0,0.0,139400,11.84510277730856,1745.0,1.0,0.0,77,57,1,7756.0,49,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
75.0,9742.0,4,4,3,8,5,2002,2002,5.641907070938114,4,3,4,3,1,1,0.0,1,1685.5,1777,5,1,1795.0,0,1795.0,0.0,2,0,3.0,4,7,8,1.0,4,7.602401335665818,2,2.0,534.0,3,3,2,5.147494476813453,5.075173815233827,230000,12.345834587905332,3572.0,2.0,5.075173815233827,6,6,0,14360.0,40,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44.0,4224.0,4,4,3,5,7,1976,1976,0.0,3,3,4,3,1,6,840.0,1,200.0,1040,3,1,1060.0,0,1060.0,1.0,1,0,3.0,3,6,8,1.0,3,7.589335823170617,1,2.0,572.0,3,3,2,4.61512051684126,4.709530201312334,129900,11.77452020265869,2100.0,2.0,4.709530201312334,31,31,0,5300.0,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
71.0,8246.0,3,4,3,5,8,1968,2001,0.0,3,4,3,3,2,3,188.0,5,204.0,1060,5,1,1060.0,0,1060.0,1.0,1,0,3.0,4,6,8,1.0,3,7.585281078639126,1,1.0,270.0,3,3,2,6.008813185442595,4.51085950651685,154000,11.944707881395766,2120.0,2.0,4.51085950651685,42,9,1,5300.0,40,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
110.0,14230.0,4,4,3,8,5,2007,2007,6.017071375821756,4,3,4,3,1,1,0.0,1,1566.0,1566,5,1,1600.0,0,1600.0,0.0,2,0,3.0,4,7,8,1.0,4,7.60489448081162,2,3.0,890.0,3,3,2,0.0,4.04305126783455,256300,12.454103912352162,3166.0,2.0,4.04305126783455,2,2,0,12800.0,40,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
